

** [etri] Launch Training on 20230610_1522
{
  "HOST": "etri",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.4,
  "acc_thresh": 0.5,
  "batch_size": 30,
  "lr_scheduling": true,
  "lr": 0.005408663768321276,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n  - Sub Comments Line2\n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3.yaml"
}
@20230611_1359 [EP 165/500] took: 0h:8m:12s, ETA: 1d:21h:47m:0s [TRAIN] loss: 0.0289, accu-50: 97.11%, iou: 94.39%, f1: 97.11% 810.92ms [EVAL] [138/138 step] loss: 0.0614, accu-50: 95.52%, iou: 88.45%, f1: 93.86%, 226.32ms
@20230611_1407 [EP 166/500] took: 0h:8m:12s, ETA: 1d:21h:38m:48s [TRAIN] loss: 0.0292, accu-50: 97.09%, iou: 94.34%, f1: 97.08% 810.90ms [EVAL] [138/138 step] loss: 0.0526, accu-50: 96.57%, iou: 90.02%, f1: 94.74%, 226.65ms
@20230611_1415 [EP 167/500] took: 0h:8m:12s, ETA: 1d:21h:30m:36s [TRAIN] loss: 0.0289, accu-50: 97.14%, iou: 94.38%, f1: 97.11% 810.83ms [EVAL] [138/138 step] loss: 0.0556, accu-50: 95.97%, iou: 89.49%, f1: 94.44%, 226.39ms
@20230611_1423 [EP 168/500] took: 0h:8m:12s, ETA: 1d:21h:22m:24s [TRAIN] loss: 0.0287, accu-50: 97.11%, iou: 94.42%, f1: 97.13% 810.98ms [EVAL] [138/138 step] loss: 0.0493, accu-50: 95.14%, iou: 90.62%, f1: 95.07%, 226.40ms
@20230611_1431 [EP 169/500] took: 0h:8m:12s, ETA: 1d:21h:14m:12s [TRAIN] loss: 0.0288, accu-50: 97.15%, iou: 94.41%, f1: 97.12% 810.88ms [EVAL] [138/138 step] loss: 0.0579, accu-50: 95.74%, iou: 89.07%, f1: 94.21%, 226.18ms
@20230611_1439 [EP 170/500] took: 0h:8m:12s, ETA: 1d:21h:6m:0s [TRAIN] loss: 0.0286, accu-50: 97.13%, iou: 94.44%, f1: 97.14% 810.98ms [EVAL] [138/138 step] loss: 0.0549, accu-50: 93.25%, iou: 89.61%, f1: 94.51%, 226.50ms
@20230611_1448 [EP 171/500] took: 0h:8m:12s, ETA: 1d:20h:57m:48s [TRAIN] loss: 0.0285, accu-50: 97.10%, iou: 94.46%, f1: 97.15% 811.24ms [EVAL] [138/138 step] loss: 0.0630, accu-50: 94.44%, iou: 88.17%, f1: 93.70%, 226.31ms
@20230611_1456 [EP 172/500] took: 0h:8m:12s, ETA: 1d:20h:49m:36s [TRAIN] loss: 0.0285, accu-50: 97.15%, iou: 94.46%, f1: 97.15% 811.12ms [EVAL] [138/138 step] loss: 0.0721, accu-50: 95.56%, iou: 86.57%, f1: 92.79%, 226.42ms
@20230611_1504 [EP 173/500] took: 0h:8m:12s, ETA: 1d:20h:41m:24s [TRAIN] loss: 0.0285, accu-50: 97.16%, iou: 94.46%, f1: 97.15% 811.39ms [EVAL] [138/138 step] loss: 0.0650, accu-50: 94.07%, iou: 87.82%, f1: 93.50%, 226.61ms
@20230611_1512 [EP 174/500] took: 0h:8m:12s, ETA: 1d:20h:33m:12s [TRAIN] loss: 0.0285, accu-50: 97.12%, iou: 94.46%, f1: 97.15% 811.09ms [EVAL] [138/138 step] loss: 0.0551, accu-50: 96.44%, iou: 89.57%, f1: 94.49%, 226.33ms
@20230611_1520 [EP 175/500] took: 0h:8m:12s, ETA: 1d:20h:25m:0s [TRAIN] loss: 0.0285, accu-50: 97.12%, iou: 94.46%, f1: 97.15% 810.90ms [EVAL] [138/138 step] loss: 0.1408, accu-50: 95.63%, iou: 75.47%, f1: 85.92%, 226.32ms
@20230611_1529 [EP 176/500] took: 0h:8m:12s, ETA: 1d:20h:16m:48s [TRAIN] loss: 0.0283, accu-50: 97.19%, iou: 94.50%, f1: 97.17% 828.59ms [EVAL] [138/138 step] loss: 0.0511, accu-50: 94.27%, iou: 90.29%, f1: 94.89%, 230.28ms
@20230611_1537 [EP 177/500] took: 0h:8m:12s, ETA: 1d:20h:8m:36s [TRAIN] loss: 0.0282, accu-50: 97.17%, iou: 94.52%, f1: 97.18% 830.82ms [EVAL] [138/138 step] loss: 0.0485, accu-50: 95.62%, iou: 90.77%, f1: 95.15%, 233.94ms
@20230611_1545 [EP 178/500] took: 0h:8m:12s, ETA: 1d:20h:0m:24s [TRAIN] loss: 0.0281, accu-50: 97.23%, iou: 94.54%, f1: 97.19% 831.43ms [EVAL] [138/138 step] loss: 0.0495, accu-50: 94.61%, iou: 90.57%, f1: 95.05%, 226.66ms
@20230611_1553 [EP 179/500] took: 0h:8m:12s, ETA: 1d:19h:52m:12s [TRAIN] loss: 0.0281, accu-50: 97.20%, iou: 94.54%, f1: 97.19% 811.08ms [EVAL] [138/138 step] loss: 0.2290, accu-50: 97.96%, iou: 63.00%, f1: 77.10%, 226.68ms
@20230611_1602 [EP 180/500] took: 0h:8m:12s, ETA: 1d:19h:44m:0s [TRAIN] loss: 0.0279, accu-50: 97.20%, iou: 94.58%, f1: 97.21% 821.92ms [EVAL] [138/138 step] loss: 0.0537, accu-50: 95.11%, iou: 89.82%, f1: 94.63%, 235.56ms
@20230611_1610 [EP 181/500] took: 0h:8m:12s, ETA: 1d:19h:35m:48s [TRAIN] loss: 0.0280, accu-50: 97.23%, iou: 94.56%, f1: 97.20% 840.79ms [EVAL] [138/138 step] loss: 0.0693, accu-50: 95.95%, iou: 87.05%, f1: 93.07%, 236.17ms
@20230611_1619 [EP 182/500] took: 0h:8m:12s, ETA: 1d:19h:27m:36s [TRAIN] loss: 0.0279, accu-50: 97.21%, iou: 94.57%, f1: 97.21% 844.18ms [EVAL] [138/138 step] loss: 0.0709, accu-50: 92.68%, iou: 86.78%, f1: 92.91%, 235.32ms
@20230611_1627 [EP 183/500] took: 0h:8m:12s, ETA: 1d:19h:19m:24s [TRAIN] loss: 0.0280, accu-50: 97.21%, iou: 94.56%, f1: 97.20% 860.33ms [EVAL] [138/138 step] loss: 0.0745, accu-50: 94.57%, iou: 86.17%, f1: 92.55%, 244.32ms
@20230611_1636 [EP 184/500] took: 0h:8m:12s, ETA: 1d:19h:11m:12s [TRAIN] loss: 0.0279, accu-50: 97.22%, iou: 94.57%, f1: 97.21% 846.33ms [EVAL] [138/138 step] loss: 0.0637, accu-50: 96.56%, iou: 88.04%, f1: 93.63%, 233.28ms
@20230611_1644 [EP 185/500] took: 0h:8m:12s, ETA: 1d:19h:3m:0s [TRAIN] loss: 0.0278, accu-50: 97.21%, iou: 94.60%, f1: 97.22% 840.94ms [EVAL] [138/138 step] loss: 0.1359, accu-50: 96.32%, iou: 76.20%, f1: 86.41%, 237.78ms
@20230611_1653 [EP 186/500] took: 0h:8m:12s, ETA: 1d:18h:54m:48s [TRAIN] loss: 0.0277, accu-50: 97.21%, iou: 94.62%, f1: 97.23% 848.92ms [EVAL] [138/138 step] loss: 0.0572, accu-50: 93.59%, iou: 89.20%, f1: 94.28%, 254.73ms
@20230611_1701 [EP 187/500] took: 0h:8m:12s, ETA: 1d:18h:46m:36s [TRAIN] loss: 0.0275, accu-50: 97.26%, iou: 94.65%, f1: 97.25% 843.67ms [EVAL] [138/138 step] loss: 0.0892, accu-50: 95.68%, iou: 83.66%, f1: 91.08%, 231.93ms
@20230611_1710 [EP 188/500] took: 0h:8m:12s, ETA: 1d:18h:38m:24s [TRAIN] loss: 0.0277, accu-50: 97.21%, iou: 94.60%, f1: 97.23% 813.48ms [EVAL] [138/138 step] loss: 0.0566, accu-50: 95.07%, iou: 89.31%, f1: 94.34%, 226.33ms
@20230611_1718 [EP 189/500] took: 0h:8m:12s, ETA: 1d:18h:30m:12s [TRAIN] loss: 0.0275, accu-50: 97.26%, iou: 94.64%, f1: 97.25% 828.27ms [EVAL] [138/138 step] loss: 0.0536, accu-50: 94.92%, iou: 89.84%, f1: 94.64%, 235.05ms
@20230611_1726 [EP 190/500] took: 0h:8m:13s, ETA: 1d:18h:27m:10s [TRAIN] loss: 0.0274, accu-50: 97.26%, iou: 94.67%, f1: 97.26% 846.35ms [EVAL] [138/138 step] loss: 0.0585, accu-50: 92.15%, iou: 88.97%, f1: 94.15%, 243.27ms
@20230611_1735 [EP 191/500] took: 0h:8m:13s, ETA: 1d:18h:18m:57s [TRAIN] loss: 0.0274, accu-50: 97.27%, iou: 94.66%, f1: 97.26% 835.67ms [EVAL] [138/138 step] loss: 0.0795, accu-50: 96.00%, iou: 85.31%, f1: 92.05%, 236.48ms
@20230611_1743 [EP 192/500] took: 0h:8m:13s, ETA: 1d:18h:10m:44s [TRAIN] loss: 0.0273, accu-50: 97.29%, iou: 94.68%, f1: 97.27% 832.52ms [EVAL] [138/138 step] loss: 0.0546, accu-50: 92.36%, iou: 89.66%, f1: 94.54%, 231.22ms
@20230611_1752 [EP 193/500] took: 0h:8m:13s, ETA: 1d:18h:2m:31s [TRAIN] loss: 0.0272, accu-50: 97.28%, iou: 94.71%, f1: 97.28% 837.68ms [EVAL] [138/138 step] loss: 0.0527, accu-50: 93.72%, iou: 90.00%, f1: 94.73%, 230.60ms
@20230611_1800 [EP 194/500] took: 0h:8m:13s, ETA: 1d:17h:54m:18s [TRAIN] loss: 0.0272, accu-50: 97.28%, iou: 94.72%, f1: 97.28% 838.74ms [EVAL] [138/138 step] loss: 0.0855, accu-50: 95.66%, iou: 84.28%, f1: 91.45%, 237.90ms
@20230611_1809 [EP 195/500] took: 0h:8m:13s, ETA: 1d:17h:46m:5s [TRAIN] loss: 0.0272, accu-50: 97.29%, iou: 94.70%, f1: 97.28% 841.37ms [EVAL] [138/138 step] loss: 0.1378, accu-50: 96.60%, iou: 75.90%, f1: 86.22%, 233.62ms
@20230611_1817 [EP 196/500] took: 0h:8m:13s, ETA: 1d:17h:37m:52s [TRAIN] loss: 0.0272, accu-50: 97.28%, iou: 94.71%, f1: 97.28% 839.72ms [EVAL] [138/138 step] loss: 0.0695, accu-50: 95.14%, iou: 87.03%, f1: 93.05%, 232.76ms
@20230611_1825 [EP 197/500] took: 0h:8m:13s, ETA: 1d:17h:29m:39s [TRAIN] loss: 0.0270, accu-50: 97.30%, iou: 94.74%, f1: 97.30% 826.82ms [EVAL] [138/138 step] loss: 0.0700, accu-50: 93.05%, iou: 86.94%, f1: 93.00%, 229.13ms
@20230611_1834 [EP 198/500] took: 0h:8m:13s, ETA: 1d:17h:21m:26s [TRAIN] loss: 0.0271, accu-50: 97.27%, iou: 94.73%, f1: 97.29% 818.02ms [EVAL] [138/138 step] loss: 0.0509, accu-50: 94.56%, iou: 90.33%, f1: 94.91%, 233.80ms
@20230611_1842 [EP 199/500] took: 0h:8m:13s, ETA: 1d:17h:13m:13s [TRAIN] loss: 0.0270, accu-50: 97.31%, iou: 94.74%, f1: 97.30% 836.38ms [EVAL] [138/138 step] loss: 0.0532, accu-50: 96.23%, iou: 89.92%, f1: 94.68%, 233.85ms
@20230611_1850 [EP 200/500] took: 0h:8m:13s, ETA: 1d:17h:5m:0s [TRAIN] loss: 0.0270, accu-50: 97.28%, iou: 94.74%, f1: 97.30% 837.11ms [EVAL] [138/138 step] loss: 0.0748, accu-50: 93.90%, iou: 86.10%, f1: 92.52%, 234.75ms
@20230611_1859 [EP 201/500] took: 0h:8m:13s, ETA: 1d:16h:56m:47s [TRAIN] loss: 0.0268, accu-50: 97.29%, iou: 94.78%, f1: 97.32% 845.49ms [EVAL] [138/138 step] loss: 0.0639, accu-50: 95.14%, iou: 88.01%, f1: 93.61%, 226.96ms
@20230611_1907 [EP 202/500] took: 0h:8m:13s, ETA: 1d:16h:48m:34s [TRAIN] loss: 0.0268, accu-50: 97.28%, iou: 94.78%, f1: 97.32% 810.89ms [EVAL] [138/138 step] loss: 0.0954, accu-50: 95.33%, iou: 82.64%, f1: 90.46%, 226.31ms
@20230611_1915 [EP 203/500] took: 0h:8m:13s, ETA: 1d:16h:40m:21s [TRAIN] loss: 0.0270, accu-50: 97.28%, iou: 94.75%, f1: 97.30% 810.98ms [EVAL] [138/138 step] loss: 0.0588, accu-50: 93.03%, iou: 88.91%, f1: 94.12%, 226.51ms
@20230611_1923 [EP 204/500] took: 0h:8m:13s, ETA: 1d:16h:32m:8s [TRAIN] loss: 0.0268, accu-50: 97.29%, iou: 94.78%, f1: 97.32% 810.90ms [EVAL] [138/138 step] loss: 0.0610, accu-50: 94.85%, iou: 88.52%, f1: 93.90%, 226.08ms
@20230611_1932 [EP 205/500] took: 0h:8m:13s, ETA: 1d:16h:23m:55s [TRAIN] loss: 0.0267, accu-50: 97.30%, iou: 94.80%, f1: 97.33% 810.94ms [EVAL] [138/138 step] loss: 0.1332, accu-50: 95.60%, iou: 76.62%, f1: 86.68%, 226.20ms
@20230611_1940 [EP 206/500] took: 0h:8m:13s, ETA: 1d:16h:15m:42s [TRAIN] loss: 0.0267, accu-50: 97.25%, iou: 94.80%, f1: 97.33% 811.05ms [EVAL] [138/138 step] loss: 0.1601, accu-50: 95.06%, iou: 72.60%, f1: 83.99%, 226.52ms
@20230611_1948 [EP 207/500] took: 0h:8m:13s, ETA: 1d:16h:7m:29s [TRAIN] loss: 0.0268, accu-50: 97.29%, iou: 94.79%, f1: 97.32% 810.84ms [EVAL] [138/138 step] loss: 0.0852, accu-50: 92.83%, iou: 84.34%, f1: 91.48%, 226.52ms
@20230611_1956 [EP 208/500] took: 0h:8m:13s, ETA: 1d:15h:59m:16s [TRAIN] loss: 0.0267, accu-50: 97.33%, iou: 94.80%, f1: 97.33% 810.98ms [EVAL] [138/138 step] loss: 0.0596, accu-50: 93.38%, iou: 88.78%, f1: 94.04%, 226.48ms
@20230611_2004 [EP 209/500] took: 0h:8m:13s, ETA: 1d:15h:51m:3s [TRAIN] loss: 0.0268, accu-50: 97.29%, iou: 94.79%, f1: 97.32% 810.95ms [EVAL] [138/138 step] loss: 0.0630, accu-50: 91.83%, iou: 88.17%, f1: 93.70%, 226.61ms
@20230611_2012 [EP 210/500] took: 0h:8m:13s, ETA: 1d:15h:42m:50s [TRAIN] loss: 0.0267, accu-50: 97.29%, iou: 94.80%, f1: 97.33% 810.90ms [EVAL] [138/138 step] loss: 0.0558, accu-50: 93.39%, iou: 89.44%, f1: 94.42%, 226.31ms
@20230611_2020 [EP 211/500] took: 0h:8m:13s, ETA: 1d:15h:34m:37s [TRAIN] loss: 0.0264, accu-50: 97.32%, iou: 94.85%, f1: 97.36% 811.10ms [EVAL] [138/138 step] loss: 0.0797, accu-50: 90.25%, iou: 85.27%, f1: 92.03%, 226.18ms
@20230611_2029 [EP 212/500] took: 0h:8m:13s, ETA: 1d:15h:26m:24s [TRAIN] loss: 0.0266, accu-50: 97.32%, iou: 94.82%, f1: 97.34% 811.05ms [EVAL] [138/138 step] loss: 0.0674, accu-50: 94.54%, iou: 87.40%, f1: 93.26%, 226.64ms
@20230611_2037 [EP 213/500] took: 0h:8m:13s, ETA: 1d:15h:18m:11s [TRAIN] loss: 0.0265, accu-50: 97.33%, iou: 94.84%, f1: 97.35% 810.97ms [EVAL] [138/138 step] loss: 0.1943, accu-50: 96.46%, iou: 67.72%, f1: 80.57%, 226.39ms
@20230611_2045 [EP 214/500] took: 0h:8m:13s, ETA: 1d:15h:9m:58s [TRAIN] loss: 0.0264, accu-50: 97.33%, iou: 94.85%, f1: 97.36% 811.07ms [EVAL] [138/138 step] loss: 0.0552, accu-50: 94.59%, iou: 89.56%, f1: 94.48%, 226.55ms
@20230611_2053 [EP 215/500] took: 0h:8m:13s, ETA: 1d:15h:1m:45s [TRAIN] loss: 0.0264, accu-50: 97.36%, iou: 94.86%, f1: 97.36% 810.82ms [EVAL] [138/138 step] loss: 0.1508, accu-50: 95.90%, iou: 73.94%, f1: 84.92%, 226.26ms
@20230611_2101 [EP 216/500] took: 0h:8m:13s, ETA: 1d:14h:53m:32s [TRAIN] loss: 0.0264, accu-50: 97.33%, iou: 94.86%, f1: 97.36% 811.00ms [EVAL] [138/138 step] loss: 0.0861, accu-50: 96.00%, iou: 84.19%, f1: 91.39%, 226.24ms
@20230611_2109 [EP 217/500] took: 0h:8m:13s, ETA: 1d:14h:45m:19s [TRAIN] loss: 0.0263, accu-50: 97.33%, iou: 94.87%, f1: 97.37% 810.97ms [EVAL] [138/138 step] loss: 0.0504, accu-50: 94.74%, iou: 90.41%, f1: 94.96%, 227.04ms
@20230611_2118 [EP 218/500] took: 0h:8m:13s, ETA: 1d:14h:37m:6s [TRAIN] loss: 0.0263, accu-50: 97.38%, iou: 94.88%, f1: 97.37% 811.09ms [EVAL] [138/138 step] loss: 0.1099, accu-50: 94.68%, iou: 80.29%, f1: 89.01%, 226.78ms
@20230611_2126 [EP 219/500] took: 0h:8m:13s, ETA: 1d:14h:28m:53s [TRAIN] loss: 0.0262, accu-50: 97.38%, iou: 94.90%, f1: 97.38% 810.99ms [EVAL] [138/138 step] loss: 0.0525, accu-50: 94.92%, iou: 90.05%, f1: 94.75%, 226.60ms
@20230611_2134 [EP 220/500] took: 0h:8m:13s, ETA: 1d:14h:20m:40s [TRAIN] loss: 0.0262, accu-50: 97.36%, iou: 94.91%, f1: 97.38% 810.96ms [EVAL] [138/138 step] loss: 0.0683, accu-50: 93.25%, iou: 87.23%, f1: 93.17%, 226.54ms
@20230611_2142 [EP 221/500] took: 0h:8m:13s, ETA: 1d:14h:12m:27s [TRAIN] loss: 0.0262, accu-50: 97.34%, iou: 94.90%, f1: 97.38% 810.69ms [EVAL] [138/138 step] loss: 0.3645, accu-50: 96.40%, iou: 47.09%, f1: 63.55%, 226.40ms
@20230611_2150 [EP 222/500] took: 0h:8m:13s, ETA: 1d:14h:4m:14s [TRAIN] loss: 0.0263, accu-50: 97.33%, iou: 94.87%, f1: 97.37% 811.24ms [EVAL] [138/138 step] loss: 0.0525, accu-50: 93.43%, iou: 90.04%, f1: 94.75%, 227.06ms
@20230611_2158 [EP 223/500] took: 0h:8m:13s, ETA: 1d:13h:56m:1s [TRAIN] loss: 0.0261, accu-50: 97.36%, iou: 94.92%, f1: 97.39% 810.89ms [EVAL] [138/138 step] loss: 0.1559, accu-50: 96.84%, iou: 73.19%, f1: 84.41%, 226.21ms
@20230611_2207 [EP 224/500] took: 0h:8m:13s, ETA: 1d:13h:47m:48s [TRAIN] loss: 0.0260, accu-50: 97.38%, iou: 94.94%, f1: 97.40% 810.91ms [EVAL] [138/138 step] loss: 0.1077, accu-50: 95.36%, iou: 80.63%, f1: 89.23%, 226.80ms
@20230611_2215 [EP 225/500] took: 0h:8m:13s, ETA: 1d:13h:39m:35s [TRAIN] loss: 0.0260, accu-50: 97.38%, iou: 94.93%, f1: 97.40% 810.90ms [EVAL] [138/138 step] loss: 0.0552, accu-50: 94.86%, iou: 89.56%, f1: 94.48%, 226.76ms
@20230611_2223 [EP 226/500] took: 0h:8m:13s, ETA: 1d:13h:31m:22s [TRAIN] loss: 0.0259, accu-50: 97.41%, iou: 94.96%, f1: 97.41% 811.01ms [EVAL] [138/138 step] loss: 0.0608, accu-50: 93.55%, iou: 88.57%, f1: 93.92%, 226.80ms
@20230611_2231 [EP 227/500] took: 0h:8m:13s, ETA: 1d:13h:23m:9s [TRAIN] loss: 0.0260, accu-50: 97.39%, iou: 94.94%, f1: 97.40% 810.84ms [EVAL] [138/138 step] loss: 0.0645, accu-50: 94.47%, iou: 87.91%, f1: 93.55%, 226.29ms
@20230611_2239 [EP 228/500] took: 0h:8m:13s, ETA: 1d:13h:14m:56s [TRAIN] loss: 0.0258, accu-50: 97.40%, iou: 94.97%, f1: 97.42% 810.78ms [EVAL] [138/138 step] loss: 0.0806, accu-50: 95.08%, iou: 85.13%, f1: 91.94%, 225.94ms
@20230611_2247 [EP 229/500] took: 0h:8m:12s, ETA: 1d:13h:2m:12s [TRAIN] loss: 0.0258, accu-50: 97.39%, iou: 94.97%, f1: 97.42% 811.13ms [EVAL] [138/138 step] loss: 0.0746, accu-50: 95.23%, iou: 86.14%, f1: 92.54%, 226.15ms
@20230611_2256 [EP 230/500] took: 0h:8m:12s, ETA: 1d:12h:54m:0s [TRAIN] loss: 0.0256, accu-50: 97.43%, iou: 95.00%, f1: 97.44% 811.41ms [EVAL] [138/138 step] loss: 0.1092, accu-50: 95.82%, iou: 80.41%, f1: 89.08%, 226.64ms
@20230611_2304 [EP 231/500] took: 0h:8m:12s, ETA: 1d:12h:45m:48s [TRAIN] loss: 0.0258, accu-50: 97.41%, iou: 94.97%, f1: 97.42% 811.00ms [EVAL] [138/138 step] loss: 0.0688, accu-50: 95.37%, iou: 87.16%, f1: 93.12%, 226.84ms
@20230611_2312 [EP 232/500] took: 0h:8m:12s, ETA: 1d:12h:37m:36s [TRAIN] loss: 0.0258, accu-50: 97.43%, iou: 94.97%, f1: 97.42% 811.19ms [EVAL] [138/138 step] loss: 0.0798, accu-50: 95.00%, iou: 85.26%, f1: 92.02%, 226.16ms
@20230611_2320 [EP 233/500] took: 0h:8m:12s, ETA: 1d:12h:29m:24s [TRAIN] loss: 0.0258, accu-50: 97.38%, iou: 94.96%, f1: 97.42% 810.96ms [EVAL] [138/138 step] loss: 0.0570, accu-50: 95.17%, iou: 89.23%, f1: 94.30%, 226.21ms
@20230611_2328 [EP 234/500] took: 0h:8m:12s, ETA: 1d:12h:21m:12s [TRAIN] loss: 0.0257, accu-50: 97.42%, iou: 95.00%, f1: 97.43% 811.00ms [EVAL] [138/138 step] loss: 0.1122, accu-50: 95.08%, iou: 79.90%, f1: 88.78%, 226.53ms
@20230611_2336 [EP 235/500] took: 0h:8m:12s, ETA: 1d:12h:13m:0s [TRAIN] loss: 0.0256, accu-50: 97.43%, iou: 95.01%, f1: 97.44% 811.06ms [EVAL] [138/138 step] loss: 0.0555, accu-50: 92.60%, iou: 89.49%, f1: 94.45%, 226.32ms
@20230611_2345 [EP 236/500] took: 0h:8m:12s, ETA: 1d:12h:4m:48s [TRAIN] loss: 0.0255, accu-50: 97.44%, iou: 95.04%, f1: 97.45% 810.93ms [EVAL] [138/138 step] loss: 0.0539, accu-50: 95.94%, iou: 89.78%, f1: 94.61%, 226.61ms
@20230611_2353 [EP 237/500] took: 0h:8m:12s, ETA: 1d:11h:56m:36s [TRAIN] loss: 0.0254, accu-50: 97.45%, iou: 95.05%, f1: 97.46% 810.92ms [EVAL] [138/138 step] loss: 0.0504, accu-50: 94.21%, iou: 90.42%, f1: 94.96%, 226.63ms
@20230612_0001 [EP 238/500] took: 0h:8m:12s, ETA: 1d:11h:48m:24s [TRAIN] loss: 0.0254, accu-50: 97.43%, iou: 95.05%, f1: 97.46% 810.96ms [EVAL] [138/138 step] loss: 0.0675, accu-50: 95.23%, iou: 87.37%, f1: 93.25%, 226.33ms
@20230612_0009 [EP 239/500] took: 0h:8m:12s, ETA: 1d:11h:40m:12s [TRAIN] loss: 0.0254, accu-50: 97.45%, iou: 95.04%, f1: 97.46% 810.92ms [EVAL] [138/138 step] loss: 0.0484, accu-50: 94.77%, iou: 90.77%, f1: 95.16%, 226.29ms
@20230612_0017 [EP 240/500] took: 0h:8m:12s, ETA: 1d:11h:32m:0s [TRAIN] loss: 0.0254, accu-50: 97.46%, iou: 95.05%, f1: 97.46% 810.96ms [EVAL] [138/138 step] loss: 0.0546, accu-50: 95.52%, iou: 89.67%, f1: 94.54%, 226.29ms
@20230612_0025 [EP 241/500] took: 0h:8m:12s, ETA: 1d:11h:23m:48s [TRAIN] loss: 0.0254, accu-50: 97.43%, iou: 95.04%, f1: 97.46% 810.85ms [EVAL] [138/138 step] loss: 0.0499, accu-50: 95.56%, iou: 90.51%, f1: 95.01%, 226.31ms
@20230612_0034 [EP 242/500] took: 0h:8m:12s, ETA: 1d:11h:15m:36s [TRAIN] loss: 0.0253, accu-50: 97.46%, iou: 95.06%, f1: 97.47% 811.15ms [EVAL] [138/138 step] loss: 0.0517, accu-50: 95.91%, iou: 90.19%, f1: 94.83%, 226.65ms
@20230612_0042 [EP 243/500] took: 0h:8m:12s, ETA: 1d:11h:7m:24s [TRAIN] loss: 0.0251, accu-50: 97.46%, iou: 95.10%, f1: 97.49% 811.11ms [EVAL] [138/138 step] loss: 0.0536, accu-50: 95.60%, iou: 89.85%, f1: 94.64%, 226.77ms
@20230612_0050 [EP 244/500] took: 0h:8m:12s, ETA: 1d:10h:59m:12s [TRAIN] loss: 0.0251, accu-50: 97.46%, iou: 95.10%, f1: 97.49% 811.18ms [EVAL] [138/138 step] loss: 0.1202, accu-50: 96.54%, iou: 78.63%, f1: 87.98%, 226.16ms
@20230612_0058 [EP 245/500] took: 0h:8m:12s, ETA: 1d:10h:51m:0s [TRAIN] loss: 0.0252, accu-50: 97.49%, iou: 95.08%, f1: 97.48% 811.00ms [EVAL] [138/138 step] loss: 0.1047, accu-50: 96.31%, iou: 81.12%, f1: 89.53%, 226.27ms
@20230612_0106 [EP 246/500] took: 0h:8m:12s, ETA: 1d:10h:42m:48s [TRAIN] loss: 0.0250, accu-50: 97.47%, iou: 95.13%, f1: 97.50% 811.07ms [EVAL] [138/138 step] loss: 0.0540, accu-50: 95.51%, iou: 89.78%, f1: 94.60%, 226.33ms
@20230612_0114 [EP 247/500] took: 0h:8m:12s, ETA: 1d:10h:34m:36s [TRAIN] loss: 0.0251, accu-50: 97.49%, iou: 95.10%, f1: 97.49% 811.02ms [EVAL] [138/138 step] loss: 0.1028, accu-50: 97.74%, iou: 81.42%, f1: 89.72%, 226.38ms
@20230612_0123 [EP 248/500] took: 0h:8m:12s, ETA: 1d:10h:26m:24s [TRAIN] loss: 0.0250, accu-50: 97.49%, iou: 95.13%, f1: 97.50% 811.19ms [EVAL] [138/138 step] loss: 0.0736, accu-50: 95.99%, iou: 86.31%, f1: 92.64%, 226.03ms
@20230612_0131 [EP 249/500] took: 0h:8m:12s, ETA: 1d:10h:18m:12s [TRAIN] loss: 0.0250, accu-50: 97.50%, iou: 95.12%, f1: 97.50% 811.09ms [EVAL] [138/138 step] loss: 0.0640, accu-50: 96.48%, iou: 87.99%, f1: 93.60%, 226.40ms
@20230612_0139 [EP 250/500] took: 0h:8m:12s, ETA: 1d:10h:10m:0s [TRAIN] loss: 0.0251, accu-50: 97.50%, iou: 95.11%, f1: 97.49% 810.97ms [EVAL] [138/138 step] loss: 0.0710, accu-50: 96.52%, iou: 86.77%, f1: 92.90%, 226.38ms
@20230612_0147 [EP 251/500] took: 0h:8m:12s, ETA: 1d:10h:1m:48s [TRAIN] loss: 0.0249, accu-50: 97.52%, iou: 95.14%, f1: 97.51% 810.95ms [EVAL] [138/138 step] loss: 0.0590, accu-50: 95.96%, iou: 88.87%, f1: 94.10%, 226.37ms
@20230612_0155 [EP 252/500] took: 0h:8m:12s, ETA: 1d:9h:53m:36s [TRAIN] loss: 0.0250, accu-50: 97.48%, iou: 95.13%, f1: 97.50% 810.98ms [EVAL] [138/138 step] loss: 0.0920, accu-50: 95.48%, iou: 83.20%, f1: 90.80%, 226.73ms
